,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
776,15FOOD-0005,Valli Produce,86.0,07/27/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The sushi display cooler does not have a thermometer. The chicken hot hold island does not have a thermometer. Place a thermometer in each hot and cold holding unit.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
266,15FOOD-0005,Valli Produce,86.0,04/05/2018,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. An employee was observed handling money followed by working with food without washing their hands. The employee was stopped and the importance of when to wash hands was discussed.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
941,15FOOD-0005,Valli Produce,86.0,07/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drains in the deli kitchen are soiled. Routinely clean the floor drains.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
785,15FOOD-0005,Valli Produce,86.0,07/27/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The exterior of the display coolers in the deli area are soiled. Clean the equipment as needed to prevent the accumulation of food debris.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
663,15FOOD-0005,Valli Produce,86.0,12/17/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The ice scoop handle is in contact with the ice in a back prep room ice machine. Store the handle out of the ice.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
327,15FOOD-0005,Valli Produce,86.0,12/17/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drains in the deli kitchen are soiled. Clean the floor drains as needed.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
597,15FOOD-0005,Valli Produce,86.0,04/05/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The walls above the baseboard in the seafood area are soiled. Clean the walls.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
965,15FOOD-0005,Valli Produce,86.0,04/05/2018,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The outside dumpsters are not covered. Cover the dumpsters at all times.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
624,15FOOD-0005,Valli Produce,86.0,12/17/2018,"(29) PLUMBING: Installed, maintained",The bakery hand sink near the register drains very slowly. Contact a plumber to clean the drain line.,1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
596,15FOOD-0005,Valli Produce,86.0,12/17/2018,(1) FOOD: Source: wholesome; no spoilage,"CRITICAL VIOLATION. Packaged juice is being sold with out a consumer advisory. Juice packaged at retail that is not pasteurized must bear the following statement: ""WARNING: This product has not been pasteurized and |  therefore |  may contain harmful bacteria that can cause serious illness in children |  the elderly |  and persons with weakened immune systems.""",1910 DEMPSTER ST,Evanston,IL,60202,"1910 DEMPSTER ST
Evanston, IL 60202
(42.041109, -87.700019)"
717,09FOOD-0087,Sarkis Cafe,89.0,10/30/2018,"(29) PLUMBING: Installed, maintained",The 3 compartment sink in the cook line is leaking. Repair the leak.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
757,09FOOD-0087,Sarkis Cafe,89.0,10/30/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",There is a hole in the wall in the beverage room. Repair the damage. The wall along the cook line are soiled. Routinely clean the walls.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
565,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor is heavily damaged near the mop sink |  grease trap |  and front prep area. Repair the damage within 2 months.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
977,12FOOD-0046,Bonsai Cafe,89.0,09/19/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of the oven and fryer are soiled. Routinely clean the cooking equipment. The fume hood is heavily soiled. Routinely clean the fume hood.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
759,12FOOD-0046,Bonsai Cafe,89.0,09/19/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Raw shell eggs |  egg rolls |  crab rangoon |  and dumplings were sitting out from the lunch rush. They had an internal temperature of 71 F. The items were all discarded.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
169,12FOOD-0046,Bonsai Cafe,89.0,02/20/2018,(2) FOOD: Original Container; properly labeled.,Label the white powder ingredients on the shelf of the work table across the dishmachine,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
478,09FOOD-0087,Sarkis Cafe,89.0,06/12/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above bread and produce in the walk in cooler. Store all raw shell eggs below ready to eat food.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
604,09FOOD-0087,Sarkis Cafe,89.0,06/12/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Ortho Home Defense is being stored near dishes. Store all chemicals in a designated area away from food and utensils.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
652,09FOOD-0087,Sarkis Cafe,89.0,06/12/2018,(2) FOOD: Original Container; properly labeled.,Bulk food items are not labeled. Any product out of its original container must be labeled.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
800,09FOOD-0087,Sarkis Cafe,89.0,10/30/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken is being stored above cooked bacon in the cook line cooler. Store the raw chicken on the bottom shelf.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
602,09FOOD-0335,Tapas Barcelona,89.0,11/20/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The electrical/utility lines above the hot hold unit on the cook line are soiled. Clean the lines as needed.,1615 CHICAGO AVE,Evanston,IL,60201,"1615 CHICAGO AVE
Evanston, IL 60201
(42.04685, -87.67937)"
546,09FOOD-0335,Tapas Barcelona,89.0,07/26/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling in the middle walk in cooler is leaking. Repair the leak.,1615 CHICAGO AVE,Evanston,IL,60201,"1615 CHICAGO AVE
Evanston, IL 60201
(42.04685, -87.67937)"
269,09FOOD-0335,Tapas Barcelona,89.0,11/20/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",A plastic bag is being used to collect grease/oil from the fume hood. Use a container instead of a plastic bag.,1615 CHICAGO AVE,Evanston,IL,60201,"1615 CHICAGO AVE
Evanston, IL 60201
(42.04685, -87.67937)"
159,09FOOD-0087,Sarkis Cafe,89.0,02/20/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",When using cloths to wipe food contact surfaces and the counter |  the cloths shall be stored in a sanitizing solution between uses not hung from a person jeans.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
237,09FOOD-0087,Sarkis Cafe,89.0,06/12/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. There is no certified food safety manager on site. A certified food safety manager must be on site at all times potentially hazardous food are being handled. Enroll staff to become a certified food manager within 3 months. All staff must be a certified food handler. Have employees receive the certificate within 30 days.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
158,09FOOD-0087,Sarkis Cafe,89.0,02/20/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The downstairs overhead door is not closed with a tight seal as the weather stripping is deteriorated/missing as evidenced by daylight at the ground. Secure the door with a tight seal.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
156,12FOOD-0046,Bonsai Cafe,89.0,02/20/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Do not use plastic containers to dispense bulk products downstairs . Only use utensils with handles where the handle can be extended out of the food product,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
155,09FOOD-0087,Sarkis Cafe,89.0,02/20/2018,(38) LIGHTING: Provided as required; fixtures shielded.,Install a ceiling light fixture shield in the downstairs soda room as all light fixtures where food and drinks are stored must be shielded,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
600,09FOOD-0087,Sarkis Cafe,89.0,10/30/2018,(38) LIGHTING: Provided as required; fixtures shielded.,The lights in the beverage room are not covered. Provide a cover or use shatter proof bulbs.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
355,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above produce in a kitchen cooler. All raw Eggs must be stored below ready to eat food. To go containers are stored improperly. Store the containers upside to to prevent debris from falling in them.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
154,09FOOD-0087,Sarkis Cafe,89.0,02/20/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.FSSMC Marla Cramin issue date 8/4/17All employees must have Illinois Food Handler trainng with 30 days,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
153,09FOOD-0087,Sarkis Cafe,89.0,02/20/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",The quat test strips expired June 2012 and they are discolored because of age or because they fell in water.Please purchase new test strips.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
498,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,(2) FOOD: Original Container; properly labeled.,Containers of food are not labeled. Any product out of its original container must be labeled.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
792,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The wooden shelves near the mop sink are not an approved surface and are in disrepair. Replace the shelves with approved material.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
376,09FOOD-0335,Tapas Barcelona,89.0,04/11/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The ice scoops are being stored with their handle in contact with the ice. Store the scoops in a separate container or with the handle sticking out of the ice.,1615 CHICAGO AVE,Evanston,IL,60201,"1615 CHICAGO AVE
Evanston, IL 60201
(42.04685, -87.67937)"
665,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A chemical drain cleaner is not labeled. All chemicals must be labeled.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
891,09FOOD-0335,Tapas Barcelona,89.0,07/26/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wipe cloths are being stored on cutting boards. Store the wipe cloth in a sanitizer bucket when not in use.,1615 CHICAGO AVE,Evanston,IL,60201,"1615 CHICAGO AVE
Evanston, IL 60201
(42.04685, -87.67937)"
405,12FOOD-0046,Bonsai Cafe,89.0,06/08/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",A wipe cloth is being stored on a cutting board. Store the wipe cloth in a sanitizer bucket when not in use.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
706,09FOOD-0087,Sarkis Cafe,89.0,06/12/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The door sweep to the garage door does not provide a tight seal. Replace the door sweep and ensure no light is visible when it's closed.,2632 GROSS POINT RD,Evanston,IL,60201,"2632 GROSS POINT RD
Evanston, IL 60201
(42.065573, -87.727069)"
444,12FOOD-0046,Bonsai Cafe,89.0,09/19/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The ice scoop handle in the sushi area is being stored in contact with the ice. Store the handle out of the ice.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
171,12FOOD-0046,Bonsai Cafe,89.0,02/20/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. The employee incorrectly explained the dishwashing procedures for the 3 compartment sink by explains that he washes and rinses but dies not use a sanitizer in the 3 compartment sink.Instruct employees on the proper steps for manual dishwashing.,2916 CENTRAL ST,Evanston,IL,60201,"2916 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715277)"
